train/std,time/total_timesteps,train/n_updates,train/policy_loss,train/entropy_loss,time/iterations,train/explained_variance,train/value_loss,time/time_elapsed,train/reward,time/fps,train/learning_rate
1.0226231813430786,43500,8699,12.154769897460938,-41.72840881347656,8700,0.0,1.7602980136871338,312,1.4359361,139,0.0007
1.0228224992752075,44000,8799,-66.09471893310547,-41.734554290771484,8800,-1.1920928955078125e-07,3.1065754890441895,316,0.88925165,139,0.0007
1.0240120887756348,44500,8899,142.9269256591797,-41.76594161987305,8900,1.1920928955078125e-07,11.557966232299805,319,-0.24378902,139,0.0007
1.024785041809082,45000,8999,97.45524597167969,-41.788238525390625,9000,0.0,9.944416046142578,323,0.18019208,139,0.0007
1.0255703926086426,45500,9099,88.94892883300781,-41.82587814331055,9100,1.1920928955078125e-07,5.727802276611328,326,-0.44580576,139,0.0007
1.024738073348999,46000,9199,13.149892807006836,-41.79621887207031,9200,0.0,6.016656398773193,330,1.7788254,139,0.0007
1.0250152349472046,46500,9299,-91.68141174316406,-41.8029899597168,9300,0.0,6.176700115203857,333,0.8037359,139,0.0007
1.0264334678649902,47000,9399,18.543779373168945,-41.84454345703125,9400,1.7881393432617188e-07,6.088470935821533,336,0.3688313,139,0.0007
1.0291929244995117,47500,9499,-74.97416687011719,-41.91730499267578,9500,0.0,4.488482475280762,340,1.0009118,139,0.0007
1.0279215574264526,48000,9599,-161.60824584960938,-41.887474060058594,9600,5.960464477539063e-08,17.402225494384766,343,0.09903491,139,0.0007
1.0303196907043457,48500,9699,18.471256256103516,-41.946414947509766,9700,0.0,1.1698968410491943,347,1.7372391,139,0.0007
1.0288861989974976,49000,9799,198.49386596679688,-41.90272903442383,9800,0.0,55.074073791503906,350,6.796649,139,0.0007
1.031008005142212,49500,9899,-5.327971935272217,-41.9612922668457,9900,-1.1920928955078125e-07,0.2974409759044647,354,-0.13498026,139,0.0007
1.0313475131988525,50000,9999,37.440345764160156,-41.968570709228516,10000,0.0,1.7971069812774658,357,0.3343245,139,0.0007
